name,rank,gender
Visual Basic .NET,89,male
Java,92,male
R,82,male
MATLAB,91,male
Delphi/Object Pascal,89,male
Excel,77,male
Go,93,male
JavaScript,91,male
Python,92,male
C++,93,male
Visual Basic,91,male
Assembly language,89,male
Objective-C,91,male
C,93,male
Perl,93,male
Ruby,92,male
CSS,63,male
C#,93,male
Python,93,male
Assembly language,35,male
HTML,6,male
JSON,11,male
SQL,28,male
Swift,94,male
Ruby,94,male
Perl,94,male
C++,94,male
JavaScript,93,male
Visual Basic .NET,75,male
Scratch,74,male
PHP,64,male
C,94,male
Groovy,93,male
Objective-C,92,male
MATLAB,64,male
Excel,64,male
CSS,15,male
Java,94,male
Delphi/Object Pascal,91,male
XML,8,male
Visual Basic,75,male
R,65,male
C#,94,male
Go,94,male
C#,51,male
Node,72,male
JavaScript,95,male
Python,89,male
MATLAB,73,male
JavaScript,78,male
Go,83,male
Java,84,male
C,84,male
XML,16,male
Assembly language,87,male
C#,82,male
Excel,51,male
Visual Basic .NET,61,male
CSS,9,male
Python,73,male
JSON,6,male
HTML,35,male
Ruby,73,male
Visual Basic,51,male
PHP,69,male
C++,81,male
CSS,7,male
Assembly language,87,male
Excel,32,male
PHP,56,male
JSON,21,male
Go,62,male
Visual Basic,59,male
Ruby,63,male
HTML,13,male
Perl,63,male
SQL,27,male
C#,65,male
Visual Basic .NET,65,male
C,78,male
C++,71,male
XML,6,male
MATLAB,41,male
Swift,55,male
R,50,male
Objective-C,58,male
Python,56,male
Java,61,male
JavaScript,51,male
Scratch,51,male
Groovy,51,male
Delphi/Object Pascal,59,male
C,98,male
C++,97,male
C#,97,male
Ruby,97,male
JavaScript,97,male
Java,97,male
HTML,97,male
Excel,97,male
Python,97,male
Go,97,male
PHP,97,male
CSS,97,male
R,98,male
JSON,97,male
XML,97,male
Delphi/Object Pascal,96,male
Visual Basic,97,male
SQL,97,male
Objective-C,97,male
Swift,97,male
Assembly language,96,male
Perl,97,male
Scratch,97,male
Groovy,97,male
Visual Basic .NET,96,male
MATLAB,97,male
JSON,3,male
Objective-C,97,male
Python,97,male
MATLAB,97,male
PHP,97,male
Delphi/Object Pascal,96,male
R,98,male
Visual Basic .NET,96,male
SQL,82,male
Excel,52,male
C++,97,male
Java,97,male
JavaScript,97,male
Swift,97,male
HTML,3,male
XML,7,male
Groovy,97,male
Assembly language,96,male
C,98,male
Go,97,male
Perl,97,male
Scratch,92,male
Ruby,97,male
CSS,82,male
Visual Basic,97,male
C#,97,male
Visual Basic,83,male
JSON,10,male
XML,16,male
SQL,59,male
C,92,male
C++,87,male
Scratch,87,male
MATLAB,76,male
JavaScript,81,male
Assembly language,91,male
Objective-C,8,female
Java,94,female
PHP,38,female
Visual Basic .NET,18,female
Visual Basic,13,female
C#,54,female
Ruby,62,female
SQL,71,female
C,67,female
Python,77,female
CSS,31,female
C++,48,female
JSON,58,female
HTML,83,female
JSON,6,male
Java,94,male
Go,79,male
JavaScript,88,male
Scratch,12,male
Java,84,male
Excel,6,male
HTML,32,male
JSON,23,male
JavaScript,69,male
Python,60,male
Elm,51,male
Ruby,95,male
CSS,10,male
Excel,54,male
R,27,male
Go,89,male
SQL,64,male
JSON,5,male
HTML,17,male
MATLAB,50,male
XML,22,male
Visual Basic .NET,93,male
C,96,male
C#,92,male
Python,90,male
JavaScript,94,male
Excel,46,male
HTML,30,male
C++,93,male
Scratch,56,male
SQL,63,male
JSON,7,male
XML,7,male
CSS,60,male
SQL,20,male
Python,85,male
Java,86,male
C++,85,male
C,86,male
Assembly language,29,male
Go,86,male
C#,86,male
Scratch,53,male
Objective-C,86,male
Visual Basic,63,male
JavaScript,73,male
JSON,6,male
Excel,44,male
CSS,54,male
MATLAB,63,male
Groovy,37,male
HTML,54,male
Ruby,85,male
R,63,male
PHP,64,male
Swift,80,male
Perl,86,male
XML,6,male
Visual Basic .NET,64,male
Delphi/Object Pascal,86,male
XML,13,female
HTML,17,female
Ruby,87,female
Java,91,female
Visual Basic .NET,27,female
C,96,female
Scratch,32,female
MATLAB,42,female
Excel,37,female
Assembly language,96,female
JavaScript,73,female
Perl,83,female
Delphi/Object Pascal,78,female
JSON,8,female
C#,93,female
SQL,50,female
PHP,57,female
Objective-C,89,female
Groovy,87,female
Python,85,female
CSS,22,female
Go,87,female
Swift,80,female
C++,89,female
Visual Basic,34,female
R,32,female
PHP,50,male
SQL,51,male
Delphi/Object Pascal,50,male
JavaScript,50,male
Excel,50,male
Python,50,male
Scratch,50,male
Java,50,male
Objective-C,50,male
JSON,50,male
Assembly language,50,male
CSS,50,male
Ruby,50,male
Visual Basic,50,male
C#,50,male
Perl,50,male
Go,50,male
Visual Basic .NET,50,male
R,50,male
Groovy,50,male
C,50,male
Swift,50,male
C++,50,male
XML,50,male
HTML,50,male
MATLAB,50,male
Go,97,female
Python,93,female
Excel,3,female
CSS,6,female
JSON,14,female
XML,22,female
HTML,28,female
Scratch,35,female
tla+,13,noAns
pluscal,6,noAns
Haskell,78,male
Scala,94,male
R,64,male
PHP,69,male
CSS,20,male
MATLAB,27,male
JSON,7,male
HTML,14,male
Objective-C,83,male
JavaScript,66,male
C#,87,male
Visual Basic,73,male
SQL,37,male
XML,6,male
Python,76,male
Delphi/Object Pascal,80,male
Perl,51,male
C++,79,male
CSS,13,variant
JSON,3,variant
HTML,8,variant
Assembly language,96,variant
C,91,variant
PHP,73,variant
C++,78,variant
Go,83,variant
Objective-C,87,variant
Ruby,41,variant
Scratch,18,variant
XML,4,variant
Visual Basic,23,variant
Python,50,variant
SQL,32,variant
Java,69,variant
C#,69,variant
JavaScript,64,variant
SQL,87,female
C#,88,female
Objective-C,88,female
Visual Basic .NET,88,female
Visual Basic,89,female
Go,87,female
Java,87,female
Swift,88,female
Python,89,female
MATLAB,88,female
PHP,89,female
C++,89,female
JavaScript,88,female
C,89,female
R,89,female
Excel,88,female
Assembly language,87,female
Ruby,89,female
Perl,88,female
XML,51,female
CSS,69,female
HTML,69,female
Groovy,51,female
JSON,51,female
SQL,27,male
JSON,11,male
CSS,33,male
Elixir ,51,male
JavaScript,64,male
Assembly language,88,male
C,81,male
C++,76,male
HTML,22,male
C++,75,male
Python,43,male
Assembly language,83,male
C,75,male
Java,71,male
JavaScript,66,male
JSON,13,male
PHP,48,male
XML,14,male
HTML,19,male
MATLAB,26,male
Scratch,24,male
Scala,87,male
Objective-C,71,male
Go,42,male
Scratch,21,male
MATLAB,18,male
R,28,male
JSON,9,male
C++,92,male
HTML,9,male
Swift,66,male
Java,73,male
Assembly language,88,male
Visual Basic,37,male
Python,55,male
Groovy,44,male
Ruby,63,male
XML,9,male
JavaScript,60,male
SQL,41,male
Delphi/Object Pascal,70,male
Excel,18,male
PHP,56,male
Perl,66,male
Visual Basic .NET,40,male
C,92,male
C#,92,male
CSS,9,male
CSS,35,male
JSON,5,male
SQL,45,male
JavaScript,89,male
Objective-C,97,male
C#,88,male
Visual Basic,97,male
C,98,male
Java,97,male
Go,93,male
C++,97,male
Assembly language,96,male
XML,6,male
Python,93,male
Ruby,97,male
HTML,25,male
PHP,71,male
Swift,89,male
Delphi/Object Pascal,96,male
Visual Basic .NET,78,male
Excel,35,male
Groovy,72,male
Perl,88,male
XML,20,male
Perl,87,male
Swift,64,male
HTML,10,male
Assembly language,92,male
JSON,6,male
Excel,33,male
R,82,male
MATLAB,72,male
CSS,16,male
C++,92,male
JavaScript,59,male
SQL,63,male
Python,70,male
Visual Basic,43,male
C#,67,male
Groovy,74,male
C,85,male
Go,68,male
Delphi/Object Pascal,61,male
Objective-C,83,male
Java,73,male
PHP,64,male
Scratch,45,male
Ruby,63,male
Visual Basic .NET,49,male
Assembly language,92,noAns
Groovy,94,noAns
Delphi/Object Pascal,90,noAns
XML,5,noAns
SQL,68,noAns
JavaScript,71,noAns
JSON,6,noAns
C,95,noAns
Go,95,noAns
Java,95,noAns
Excel,78,noAns
Visual Basic,84,noAns
Scratch,30,noAns
Ruby,79,noAns
C#,86,noAns
CSS,46,noAns
C++,77,noAns
Visual Basic .NET,74,noAns
Python,88,noAns
Objective-C,78,noAns
MATLAB,69,noAns
HTML,15,noAns
Perl,81,noAns
Swift,73,noAns
PHP,63,noAns
R,76,noAns
JSON,15,noAns
Excel,8,noAns
C#,88,noAns
C,94,noAns
XML,20,noAns
MATLAB,32,noAns
Visual Basic,33,noAns
Scratch,33,noAns
Swift,77,noAns
HTML,22,noAns
Go,85,noAns
PHP,54,noAns
Delphi/Object Pascal,65,noAns
R,72,noAns
Perl,47,noAns
SQL,49,noAns
Assembly language,91,noAns
Java,94,noAns
CSS,19,noAns
C++,94,noAns
JavaScript,92,noAns
Visual Basic .NET,56,noAns
Objective-C,78,noAns
Ruby,75,noAns
Groovy,78,noAns
Python,69,noAns
CSS,3,male
Visual Basic,22,male
Visual Basic .NET,26,male
SQL,17,male
Excel,13,male
HTML,7,male
C,89,male
Go,97,male
Python,94,male
Objective-C,85,male
JavaScript,50,male
JavaScript,66,female
Python,63,female
Objective-C,68,female
HTML,33,female
C++,76,female
Excel,58,female
Swift,67,female
PHP,65,female
XML,34,female
Perl,62,female
Visual Basic,61,female
Scratch,60,female
C,79,female
Go,71,female
JSON,34,female
Assembly language,75,female
Java,68,female
R,68,female
SQL,57,female
C#,78,female
Visual Basic .NET,68,female
Delphi/Object Pascal,70,female
CSS,47,female
Groovy,69,female
MATLAB,71,female
Ruby,68,female
Lisp,94,male
Haskell,93,male
Python,50,female
CSS,78,transM
JSON,5,transM
Assembly language,13,transM
